time (ms)	lx (deg)	ly (deg)	rx (deg)	ry (deg)
0.000	-1.16002	1.72433	-0.04549	1.62316
4.000	-0.64935	1.96435	0.04941	1.59257
7.999	-0.67491	1.82247	0.27791	1.16095
11.961	-0.23673	2.74577	0.49150	1.29857
16.002	-0.38874	2.38314	0.26711	1.48891
20.001	-1.17364	3.01560	0.60344	1.31536
24.001	-0.86557	2.19502	0.56175	1.76251
27.993	-0.94155	2.19569	0.32211	1.46288
31.992	-0.64273	1.69858	0.34260	1.89621
36.003	-0.51180	2.09476	0.50706	2.29177
39.999	-1.25560	2.18420	0.09855	1.14045
44.003	-0.86185	2.22514	0.13188	-1.79583
48.002	-0.88483	2.34258	0.17295	0.03534
52.004	-0.61335	2.94863	0.53074	0.32983
56.003	-1.01489	3.12796	0.12759	0.65147
59.965	-1.13404	1.41137	0.33484	1.49831
63.999	-1.50849	1.93797	0.11840	-0.12574
68.003	-1.15300	2.05378	0.21264	-0.91265
71.966	-0.62952	2.97465	0.17424	0.06846
75.898	-1.21946	3.30348	0.17660	0.43945
80.001	0.10627	1.64342	0.36625	1.38792
84.003	-0.58962	1.88646	0.51885	-2.22125
88.000	-1.59787	2.41580	0.42775	-0.36639
92.007	-1.78312	2.42536	0.72516	0.13253
96.002	-1.97228	3.32428	0.18273	0.99327
100.003	-1.50943	2.58598	0.41924	1.69005
104.000	-1.43602	2.30542	0.36276	2.05678
107.901	-1.12427	2.01608	0.60595	0.03712
111.992	-0.65828	2.38297	0.66598	-0.29263
116.004	-0.78578	2.08227	0.63491	-2.01238
120.004	-1.68828	2.24915	0.50567	-2.08992
124.005	-1.67082	2.28511	0.56267	-1.09377
127.840	-1.25195	2.29196	0.75764	-0.58878
131.879	-1.33187	2.31644	0.33734	-0.57138
135.878	-0.77655	2.38320	0.38509	-0.79761
140.009	-0.87848	2.19561	0.26783	-0.57436
143.877	-0.78732	2.33835	0.45443	-0.44537
147.877	-0.58071	2.55282	0.39261	-0.29535
151.877	-0.80339	2.35243	0.18648	-0.36197
155.902	-0.92951	2.42875	0.25212	-0.48504
159.851	-0.83987	2.48456	0.08376	-0.12198
163.878	-0.56917	2.63329	0.11344	0.19946
167.877	-1.16644	2.69354	0.10989	0.81746
171.902	-0.91297	2.85500	0.15988	1.47839
175.877	-1.02377	2.99616	0.22301	0.94969
179.878	-1.17860	3.05088	0.21063	1.04588
183.877	-0.98477	0.48120	0.42740	1.57979
187.879	-1.30067	1.37237	-0.19308	1.44387
191.877	-1.33465	1.59256	0.21926	-2.01410
195.841	-1.15042	2.77575	0.71779	-1.14307
199.865	-1.13886	2.30974	0.29168	0.51729
203.871	-1.74424	2.85127	0.23745	0.91884
207.879	-1.92094	2.77532	0.48671	1.71161
211.881	-1.40214	3.11630	0.70399	1.78899
215.878	-1.69939	2.52538	0.66005	2.49572
219.900	-1.84656	1.27583	0.80275	-2.21349
223.880	-1.99934	2.09855	0.54533	-0.37393
227.879	-1.40145	2.20052	0.64588	0.56236
231.878	-1.08631	2.26654	0.69216	1.03659
235.901	-0.82463	2.45414	0.78503	2.40602
239.882	-1.44944	3.88108	0.65610	4.21786
243.845	-3.51893	4.88652	1.53064	5.77624
247.878	4.84213	7.49248	11.59592	6.13605
251.882	-2.38722	9.22796	1.02699	6.47019
255.881	NaN	NaN	NaN	NaN
259.882	NaN	NaN	NaN	NaN
263.879	NaN	NaN	NaN	NaN
267.880	NaN	NaN	NaN	NaN
271.883	NaN	NaN	NaN	NaN
275.854	NaN	NaN	NaN	NaN
279.882	NaN	NaN	NaN	NaN
283.858	NaN	NaN	NaN	NaN
