time (ms)	lx (deg)	ly (deg)	rx (deg)	ry (deg)
0.000	-4.03942	-0.45427	-5.96132	-2.29532
4.002	-3.88196	-0.09138	-1.91563	1.20555
8.005	-3.77913	-0.00412	1.00821	-4.51612
12.006	-1.09085	-0.59156	0.77583	-4.26910
16.003	-1.02662	-0.54230	0.65392	-4.43202
20.002	-6.14111	-0.89114	-5.13186	-1.96397
24.000	-6.25948	-1.00654	-4.64527	-1.61449
28.004	-0.26537	-1.06644	-4.52984	-1.10022
32.001	-0.53213	-1.11365	-1.87389	-2.05272
36.000	-4.45123	-2.47618	-4.37934	-1.08600
40.004	-4.10369	-2.37329	-4.21010	-1.15645
44.003	-4.26965	-0.34434	-4.22903	-0.92392
48.004	-1.86699	-1.50191	-3.16174	-0.83742
52.003	-2.95940	-0.00144	-3.12108	-0.86244
56.014	-3.40440	-2.20987	-3.57706	-0.86895
60.002	-6.70034	-3.56675	-3.60408	-1.31680
63.999	-4.30724	-2.75031	-3.27635	-0.73910
67.995	-2.60790	-2.44077	-6.07305	-2.09934
72.001	-2.96272	-2.74782	-4.66916	-1.62829
76.005	-3.14229	-2.34170	-0.81925	-0.68002
80.003	-3.96837	-2.63874	-1.55239	-0.62244
83.996	-4.06041	-2.45363	-4.61368	-0.61332
88.000	-3.94537	-3.88230	-1.24163	-0.73145
92.003	-3.06798	-2.79573	-1.38255	-0.89394
96.000	0.55237	-3.00309	-3.06214	-0.49973
100.005	-2.18753	-2.40714	-4.82597	-1.68500
103.997	-1.11871	-0.28946	-1.71451	-0.46593
107.996	-1.30680	0.10819	-4.47610	-1.85386
112.004	1.03637	-2.30054	-4.60394	-1.37068
116.000	4.85255	-2.39177	-4.48937	-0.48881
120.002	2.95893	-2.06291	-3.10876	-0.16734
123.999	7.10523	-0.69563	-2.73100	-0.32222
128.002	3.25120	-2.40260	-2.16399	-0.27004
132.006	0.25877	-0.78935	-0.68503	0.17920
136.013	1.00280	3.72198	0.70250	0.09397
140.005	3.33859	2.49911	0.90267	0.17656
143.999	1.80298	0.24129	0.74764	0.44751
148.002	1.93968	1.56845	-0.83049	0.35421
151.998	5.10886	2.23566	0.00921	0.48077
155.998	-4.88141	3.08568	-0.72288	0.46394
160.004	-4.57978	4.37494	-1.44589	0.52041
164.000	-2.74799	-0.67886	-2.24961	0.57502
168.000	-2.68796	2.72764	-1.34529	0.45304
172.061	1.21174	0.88374	-7.02264	-5.33486
176.011	-1.95874	1.61395	-0.72737	-0.00636
