time (ms)	lx (deg)	ly (deg)	rx (deg)	ry (deg)
0.000	-3.21518	-4.88580	-1.87175	-4.62836
3.977	-3.22379	-5.24685	-1.68404	-4.98537
7.986	-3.34754	-5.41794	-1.49011	-5.42414
11.985	-3.27663	-5.45269	-1.72971	-5.47111
16.007	-3.09287	-5.25711	-1.66879	-5.42023
19.991	-3.08602	-5.11032	-1.65468	-5.43075
23.988	-3.23499	-5.00016	-1.72009	-5.24380
27.986	-3.13994	-4.91527	-1.81989	-5.08943
32.008	-3.30010	-5.13342	-1.68151	-4.95956
35.990	-3.49297	-5.09148	-1.65513	-5.95844
39.988	-3.35461	-5.02278	-1.44584	-5.55819
43.957	-3.13541	-4.95543	-1.31915	-6.35434
47.953	-3.24118	-4.83072	-1.38872	-6.58056
51.988	-3.19360	-4.89703	-1.60821	-5.34429
55.987	-3.08852	-4.70736	-1.61545	-5.35897
59.988	-3.33198	-4.83181	-1.67181	-5.21521
64.014	-3.45339	-4.84367	-1.69438	-5.41395
67.986	-3.59011	-4.69174	-1.77908	-5.26051
71.988	-3.38380	-4.77109	-1.71801	-5.12990
75.987	-3.38526	-4.85630	-1.50971	-5.69105
80.009	-3.32545	-4.85854	-1.37183	-6.31420
83.975	-3.47364	-4.81101	-1.19328	-5.48846
87.977	-3.24805	-3.78269	-0.90818	-4.88437
91.987	-3.09273	-2.16467	-0.96614	-5.11794
96.010	-2.54051	0.90948	-0.24594	-4.39294
99.988	-2.86705	-1.40172	-0.85175	-1.34807
103.988	-3.29973	0.43525	-0.80992	-0.36691
107.988	-3.46390	1.56478	0.00151	-0.72576
112.011	-3.63678	1.88752	-0.80734	-0.53389
115.989	-3.48427	1.44019	-0.85793	-0.53761
119.994	-2.38935	1.13038	-0.75662	-0.48103
123.991	-1.51018	1.14798	-0.59270	-0.59722
128.007	-1.61495	1.36387	0.32459	-0.56867
131.990	-1.78327	1.84707	0.83426	-0.29304
135.989	-2.22369	1.61216	0.91388	-0.01394
139.991	-2.61350	1.77489	0.59282	-0.06545
144.009	-2.76054	2.02417	0.02345	0.27635
147.990	-2.63291	2.14452	-0.14310	0.42541
151.989	-2.94460	2.37830	-0.48713	-0.05183
155.991	-2.80258	2.59563	-0.49019	0.16464
160.012	-2.83529	2.52803	-1.00360	0.04010
163.990	-3.06739	2.39240	-1.37960	0.04909
167.966	-3.18556	2.35468	-1.43582	0.09114
171.958	-3.17878	2.34481	-1.78282	-0.06296
175.977	-3.18613	2.04820	-1.27688	-0.08742
179.989	-3.22134	2.14528	-1.23129	-0.01764
183.990	-3.09446	1.94216	-1.44485	-0.07738
187.991	-3.04185	1.60954	-1.30392	-0.11189
191.979	-3.09028	1.19103	-1.39998	-0.11035
195.990	-2.80293	0.87117	-1.42893	-0.07462
199.986	-2.65186	0.68336	-1.47032	-0.14209
203.993	-2.59366	0.31566	-1.47511	-0.28068
207.982	-2.80912	0.96585	-0.88776	-0.09797
211.989	-2.81811	0.66445	-0.73330	-0.11300
215.990	-2.81887	0.68026	-0.65211	-0.12250
219.996	-2.65025	0.13369	-0.66350	-0.13892
223.947	-2.57662	0.48783	-0.50282	-0.08588
227.991	-2.42946	0.16326	-0.65630	-0.01724
231.989	-2.44011	0.27542	-0.77600	0.09894
235.946	-2.47323	0.34048	-0.59114	0.05071
239.991	-2.62437	0.84519	-0.85443	0.15874
243.994	-2.46241	1.23184	-1.17029	0.21632
247.992	-2.23588	2.00422	-0.43765	-0.48530
251.947	-2.45171	1.59766	-0.60305	-1.24478
255.959	-2.26782	0.25942	-0.63675	-0.92979
259.993	-2.25092	0.57934	-0.73198	-0.37914
263.992	-2.02641	1.28453	-0.66436	0.23068
267.993	-2.21685	2.00475	-0.64156	0.31529
271.981	-2.04322	1.83061	-0.56999	-0.76619
275.990	-2.01204	0.38214	-0.33940	-0.95209
279.991	-3.05939	1.20436	-0.32394	-0.95418
283.992	-3.24058	0.98258	-0.76560	-0.45548
287.984	-2.53184	1.18259	-0.59933	-0.91859
291.992	-2.29753	1.00560	-0.68235	-0.85926
295.949	-2.03692	1.12799	-0.91937	-0.88536
299.945	-1.70566	0.72270	-0.38611	-0.89311
303.982	-1.70432	0.54878	-0.12990	-1.02223
307.994	-2.04485	0.29626	0.05725	-0.91698
311.992	-1.74268	0.22483	-0.05477	-1.03108
315.992	-1.56137	0.50655	-0.19464	-1.05413
320.012	-1.54024	0.52265	-0.09999	-1.93811
323.994	-1.16362	0.43538	-0.20430	-1.65257
327.994	-1.12874	0.42259	-0.06517	-1.79017
331.994	-0.79146	0.30685	0.08818	-2.13015
335.986	-0.95217	0.19881	0.12888	-2.10186
339.994	-1.17560	0.30766	0.12086	-1.88504
343.992	-1.22156	0.31593	0.17635	-2.11833
347.993	-1.38746	0.20701	0.18988	-1.55157
351.996	-1.33840	0.22718	0.12923	-1.11057
355.992	-1.02516	0.31573	0.08582	-1.59167
359.996	-1.26029	0.36867	0.03775	-1.71266
363.950	-1.05927	0.18487	0.04395	-1.55542
367.985	-1.04394	0.60967	-0.06329	-1.43352
371.997	-1.58559	1.59653	-0.24259	-1.27163
375.966	-1.74866	0.84787	-0.35792	-1.57826
379.996	-1.51005	0.49402	-0.25165	-1.54895
383.985	-1.56541	1.10357	-0.58707	-1.49662
387.995	-1.32711	0.70750	-0.43805	-1.73123
391.995	-0.97484	0.47514	-0.50768	-1.69616
395.994	-1.04870	0.55032	-0.45098	-1.65139
400.015	-1.66616	0.31080	0.12171	0.33387
403.995	-1.18376	0.74947	-0.15791	0.45016
407.996	-1.31243	0.34064	-0.18799	0.21755
411.996	-1.73854	0.64151	-0.13488	-0.99101
415.985	-1.47345	0.33786	-0.48150	-1.67872
419.985	-1.47186	0.60965	-0.34958	-0.96295
423.999	-1.43074	0.18234	-0.36975	-1.36416
427.996	-1.76539	0.24286	-0.39052	-1.35203
431.997	-1.69443	0.42162	-0.54920	-1.17681
