time (ms)	lx (deg)	ly (deg)	rx (deg)	ry (deg)
0.000	-1.97783	-1.74747	-2.29089	-2.18920
3.977	-1.39044	-1.67324	-2.04086	-2.41486
7.979	-1.38674	-1.33893	-2.47554	-2.30826
11.980	-0.94212	-1.80924	-3.33745	-0.80846
15.974	-0.97904	-1.38916	-2.99027	-2.17779
19.970	-1.09199	-1.49315	-3.13568	-2.34156
23.978	-0.88741	-0.93870	-2.92470	-2.25949
27.973	-0.87565	-1.21540	-2.78998	-2.23225
31.976	-1.54277	-0.95703	-3.32540	-1.86787
35.979	-1.42650	-1.52409	-2.05886	-2.20838
39.974	-2.08020	-1.07771	-1.41472	-2.22913
43.975	-1.03208	-1.11019	-2.22094	-2.23450
47.976	-1.55097	-1.03120	-2.00544	-2.08439
51.972	-2.20803	-1.27187	-1.71632	-2.08369
55.973	-1.31005	-1.08492	-2.26505	-2.14191
59.969	-2.20924	-0.83373	-2.12211	-1.77676
63.977	-1.99287	-1.00208	-2.37441	-0.62263
67.975	-1.95728	-0.86133	-1.94290	-1.98699
71.975	-1.53865	-0.72199	-2.07400	-0.69499
75.968	-2.01322	-0.80548	0.71801	-2.47766
79.977	-1.99087	-0.60869	-1.96040	-0.32535
83.974	-2.03476	-0.60199	-1.96258	-1.04376
87.974	-2.17591	-0.65815	-1.88809	-1.25276
91.972	-1.69743	-0.54707	-1.77020	-0.80107
95.977	-1.77124	-0.47393	-2.19256	0.12157
99.968	-1.89421	-0.47475	-2.05454	-0.78920
103.977	-1.93294	-0.50694	-2.96606	0.01650
107.972	-1.93192	-0.49239	-2.17361	-0.30353
111.974	-1.94179	-0.37731	-2.32501	-0.49120
115.968	-2.11876	-0.40580	-2.45094	-0.41896
119.975	-2.22124	-0.55147	-2.31869	-0.41342
123.973	-2.24698	-0.70216	-2.59242	-0.36614
127.978	-2.37840	-0.80000	-2.54474	-0.49050
131.979	-2.41618	-0.72171	0.05859	-1.49856
135.978	-2.37773	-1.85944	-2.39255	-1.18810
139.972	-2.57788	-2.36550	-1.91972	-1.18752
143.975	-2.52738	-2.39992	-1.69760	-1.27332
147.971	-2.68660	-1.96606	-1.72981	-1.33976
151.979	-2.61464	-2.16631	0.47125	-4.26332
155.976	-2.73033	-2.39576	1.10353	-4.97910
159.971	-2.72776	-2.33417	-1.71962	-1.71539
163.979	-2.75787	-2.12615	0.93142	-3.66941
167.977	-2.80563	-2.30039	-1.07495	-1.92274
171.973	-2.61020	-2.39974	-1.39205	-1.42875
175.993	-2.19683	-2.43611	-1.43711	-1.56692
179.974	-2.00916	-2.08160	2.43243	-3.86549
183.970	-0.46378	-2.39034	0.98774	1.46961
187.971	-1.07847	-1.44367	0.37253	0.31868
191.966	-1.25699	-1.45552	-0.85570	0.28941
195.975	-1.67494	-1.15968	-0.86977	0.09091
200.005	-1.21370	-2.34765	-1.16218	-0.35584
203.978	1.57029	-1.13086	-0.95115	0.10408
207.971	2.05050	-2.64827	-1.09884	-0.02191
211.979	1.77310	-2.49355	-1.04374	0.06524
215.976	2.21328	-1.70782	-0.96725	-0.01411
219.979	2.58546	-1.07433	-0.36134	0.10466
223.977	-0.35392	-0.89659	-0.55260	0.63921
227.975	-0.23028	-2.60050	0.23197	0.66431
231.976	-0.70697	-0.71129	-0.69129	0.42501
235.973	0.18233	-0.65077	2.39981	-0.49869
239.977	0.77275	-1.47106	-0.36107	0.64755
243.976	0.08421	-0.70849	-1.33135	-0.09775
247.976	0.05244	-0.64980	2.28784	0.90096
251.971	0.11773	-0.45145	1.32314	0.43486
255.983	-0.05500	-0.37663	1.30821	0.85120
259.975	0.17137	-0.39860	-0.20115	0.91695
263.976	0.19387	-0.43468	-0.55759	0.01016
267.974	-0.21859	-0.33377	-0.04919	0.84118
271.970	0.16005	-0.44496	-0.56046	-0.12389
275.979	0.58687	-0.51580	0.39182	0.76301
279.974	0.37206	-0.33672	0.86158	-0.05682
283.978	3.81703	-6.40716	-0.74188	0.94731
287.977	1.15719	-0.56633	1.96005	0.65474
291.974	0.19936	-0.24923	0.96365	0.42200
295.975	0.60508	-0.54646	1.12995	0.98081
299.981	1.09849	-0.55320	1.82976	-0.20756
303.974	0.24018	-0.46471	0.99601	-0.28184
307.974	-0.25686	-0.61022	0.57714	-0.02997
311.969	-0.03906	-0.42553	0.30841	0.86341
315.977	-0.11349	-0.07040	0.14628	1.11489
319.974	0.84166	-0.47776	1.11306	-0.14564
323.976	0.24755	-0.33821	0.82788	0.86917
327.969	0.00906	-0.55002	0.86255	0.04298
331.976	0.26446	-0.29659	0.20611	0.56388
335.975	0.10133	-0.31802	1.11529	-0.23570
339.981	0.14558	-0.30919	1.57250	-0.34025
343.969	0.15072	-0.35429	-3.11413	-2.11165
347.975	0.26450	-0.36045	-5.59386	4.94338
351.975	0.20259	-0.28802	-5.28687	0.90450
355.969	0.39804	-0.36316	1.84731	3.06101
359.976	0.41011	-0.41397	-3.33854	0.88901
363.974	0.44877	-0.64844	1.69101	-1.34534
367.975	0.41837	-0.61127	-2.80295	-0.97288
371.967	0.97442	-4.09294	-2.82949	2.25596
375.978	0.55778	-0.97638	-2.72288	-0.39609
379.970	-3.35872	-1.25940	-2.66451	0.97153
383.974	0.50044	-0.79638	2.32218	0.66406
387.967	0.71878	-4.10483	-2.47947	1.01324
391.976	-1.74025	-0.93570	-1.70901	-3.90129
395.974	-1.23139	-0.36753	-1.84815	-0.47838
399.997	0.94830	-1.25508	-1.70931	-3.99137
403.984	-1.86184	-0.74631	-4.36964	2.13708
407.968	-1.17265	-0.76726	-4.29808	0.18421
411.973	0.89381	-0.96195	-4.14142	-0.20725
415.973	0.66881	-1.23912	-3.00547	-1.87257
419.967	0.59918	-0.63941	-4.37655	1.74495
423.975	0.72603	-0.97851	-0.68181	0.04448
427.969	0.70953	-0.91130	-3.86647	-1.89297
431.973	1.07120	-3.28557	-1.27723	-0.27856
435.967	0.26240	-0.63543	-3.54806	-2.05722
439.976	0.75099	-1.07885	-3.98892	-0.07553
443.966	-1.27574	-0.64870	-2.03908	-0.05073
447.974	0.36521	-0.75372	-2.00381	2.61913
451.972	0.34017	-0.77677	-1.11921	-0.71864
455.974	0.49785	-0.67403	-1.03836	-1.80264
459.966	0.53327	-0.70346	1.64099	-0.18264
463.979	0.10741	-0.67698	-2.04666	-2.09430
467.971	0.21410	-0.68158	-1.77605	-0.91930
471.980	0.21194	-0.77450	1.94456	-0.82414
475.970	0.16248	-0.78670	2.97426	-1.78997
479.972	0.32523	-0.88318	2.82278	-0.65869
483.968	0.26937	-1.82530	5.14926	-2.58275
487.974	-0.78521	-0.64616	1.70750	-1.85186
491.971	-1.44570	-1.58804	-0.68424	-4.20400
495.973	-1.46578	-1.00924	3.23517	-4.75283
499.974	-1.67293	-1.69990	2.13586	-4.16518
503.971	-1.63554	-1.04178	0.08468	-1.80874
507.975	-1.26542	-1.57677	2.51098	-4.15412
511.966	-0.80300	-1.22600	3.46271	-4.07643
515.974	-0.31148	-1.15655	0.01618	-2.72968
519.972	-1.04228	-2.25568	-0.12712	-2.13045
523.972	-1.54877	-2.03925	0.11612	-2.37536
527.965	-1.63011	-1.77672	-0.08540	-2.01756
531.974	-0.71801	-1.38824	0.20725	-1.94982
535.972	-1.24322	-1.21540	0.11729	-2.38220
539.990	-0.96894	-1.34489	3.40091	-4.29249
543.975	-1.35003	-1.18404	0.74151	-3.90282
