time (ms)	lx (deg)	ly (deg)	rx (deg)	ry (deg)
0.000	0.08303	1.25513	0.13839	1.14576
1.000	0.08699	1.27303	0.21945	1.25115
2.000	0.09687	1.28297	0.17398	1.18354
3.000	0.11269	1.27899	0.21352	1.19746
4.000	0.07513	1.24320	0.16804	1.08411
5.000	0.13048	1.25911	0.24119	1.14774
6.000	0.08303	1.24320	0.18979	1.18752
7.000	0.11269	1.25712	0.15025	1.14775
8.000	0.09885	1.25911	0.22538	1.14377
9.000	0.04152	1.27104	0.15816	1.19348
10.000	0.06129	1.24917	0.17398	1.13780
11.000	0.05931	1.23127	0.24317	1.08212
12.000	0.08699	1.26507	0.23922	1.13581
13.000	0.09687	1.23127	0.26689	1.20342
14.000	0.10874	1.25314	0.11269	1.18951
15.000	0.04943	1.22133	0.21747	1.21933
16.000	0.05931	1.26706	0.25305	1.16365
17.000	0.04745	1.18951	0.23131	1.18751
18.000	0.03756	1.25315	0.13444	1.15769
19.000	0.05338	1.21337	0.24119	1.18354
20.000	0.04745	1.24917	0.14432	1.21138
21.000	0.07513	1.23326	0.18386	1.18155
22.000	0.06920	1.23724	0.14037	1.21138
23.000	0.05931	1.25314	0.23329	1.20541
24.000	0.06524	1.24917	0.25108	1.15172
25.000	0.07513	1.27303	0.27282	1.10399
26.000	0.03163	1.22729	0.20363	1.18553
27.000	0.10083	1.25314	0.19968	1.22331
28.000	0.13048	1.24917	0.19375	1.21735
29.000	0.06129	1.26309	0.23922	1.23723
30.000	0.08699	1.26309	0.20758	1.23723
31.000	0.10478	1.25712	0.28073	1.23523
32.000	0.03756	1.23923	0.19177	1.23922
33.000	0.08897	1.20940	0.15618	1.16962
34.000	0.06920	1.20940	0.19177	1.17956
35.000	0.03361	1.22928	0.20956	1.17161
36.000	0.04547	1.24320	0.21154	1.17558
37.000	0.04745	1.22133	0.20561	1.23922
38.000	0.06524	1.23724	0.23329	1.25313
39.000	0.04745	1.24121	0.25305	1.20541
40.000	0.07117	1.22729	0.14432	1.22729
41.000	0.04349	1.21735	0.14630	1.20542
42.000	0.03559	1.22332	0.22340	1.12985
43.000	0.05733	1.24917	0.19572	1.14973
44.000	0.08303	1.24320	0.17398	1.23524
45.000	0.07908	1.26309	0.19968	1.17757
46.000	0.05931	1.24121	0.27085	1.24717
47.000	0.06326	1.24519	0.13246	1.19945
48.000	0.06920	1.24121	0.12455	1.23127
49.000	0.08501	1.21536	0.20956	1.29887
50.000	0.04547	1.21735	0.24910	1.25115
51.000	0.06129	1.23923	0.22142	1.23922
52.000	0.04349	1.27502	0.12455	1.19945
53.000	0.09292	1.24519	0.06920	1.24519
54.000	0.10874	1.23922	0.20758	1.21138
55.000	0.10083	1.21735	0.19770	1.23126
56.000	0.04943	1.20741	0.26294	1.28892
