time (ms)	lx (deg)	ly (deg)	rx (deg)	ry (deg)
0.000	0.32027	1.01847	0.09094	0.54509
1.000	0.31434	0.95483	0.11071	0.53315
2.000	0.38946	0.96675	0.14630	0.51326
3.000	0.34597	0.98267	0.17200	0.55304
4.000	0.38156	0.92101	0.19572	0.58089
5.000	0.42307	0.92100	0.15223	0.48541
6.000	0.40330	0.95084	0.12060	0.47745
7.000	0.45865	0.95083	0.19770	0.51326
8.000	0.43493	0.95879	0.15223	0.50729
9.000	0.44877	0.87526	0.17793	0.47546
10.000	0.48831	0.87525	0.20758	0.54310
11.000	0.42702	0.89117	0.16211	0.51127
12.000	0.42505	0.92100	0.12455	0.53315
13.000	0.50017	0.88917	0.12060	0.51326
14.000	0.40133	0.90112	0.14630	0.50331
15.000	0.46261	0.87327	0.11467	0.49138
16.000	0.42702	0.88918	0.17002	0.51923
17.000	0.45668	0.93293	0.09292	0.51923
18.000	0.40528	0.90510	0.05140	0.55305
19.000	0.45075	0.90310	0.10083	0.51525
20.000	0.47052	0.92100	0.16014	0.59283
21.000	0.47249	0.89912	0.13444	0.54509
22.000	0.44877	0.91305	0.13444	0.48740
23.000	0.48831	0.87724	0.11862	0.53116
24.000	0.47447	0.86531	0.16014	0.52917
25.000	0.46854	0.91304	0.16409	0.51525
26.000	0.51598	0.90110	0.12257	0.50132
27.000	0.51005	0.92497	0.15618	0.48143
28.000	0.50017	0.89315	0.16014	0.47745
29.000	0.42307	0.89316	0.14432	0.52321
30.000	0.46459	0.88918	0.14432	0.52122
31.000	0.45470	0.93691	0.10280	0.48541
32.000	0.43889	0.87924	0.13246	0.56100
33.000	0.43296	0.87526	0.11664	0.49138
34.000	0.46261	0.92498	0.10478	0.55503
35.000	0.45470	0.95879	0.15816	0.53713
36.000	0.46063	0.88719	0.15618	0.52321
37.000	0.46459	0.91304	0.12455	0.52718
38.000	0.47447	0.92895	0.09292	0.49138
39.000	0.48435	0.97271	0.11269	0.50530
