time (ms)	lx (deg)	ly (deg)	rx (deg)	ry (deg)
0.000	1.15244	0.30034	-0.06326	0.59681
1.000	1.14453	0.36598	-0.04547	0.58487
2.000	1.17615	0.28244	-0.08699	0.56498
3.000	1.12477	0.32819	-0.12060	0.64057
4.000	1.15046	0.20686	-0.12455	0.61670
5.000	1.20579	0.31028	-0.00791	0.57095
6.000	1.08722	0.33217	-0.09687	0.51326
7.000	1.13465	0.29835	-0.05338	0.68831
8.000	1.16627	0.27647	-0.04943	0.67439
9.000	1.14453	0.31029	-0.02372	0.47149
10.000	1.16825	0.46542	-0.08897	0.68433
11.000	1.08327	0.31029	-0.08303	0.56498
12.000	1.11291	0.37991	-0.03163	0.43767
13.000	1.13268	0.31626	-0.02966	0.62068
14.000	1.15441	0.24266	-0.11862	0.54907
15.000	1.26112	0.31226	-0.08303	0.68234
16.000	1.10303	0.30234	-0.03559	0.57294
17.000	1.20975	0.34011	0.00791	0.67837
18.000	1.23939	0.32818	-0.04943	0.53116
19.000	1.23544	0.22475	0.00000	0.55106
20.000	1.20975	0.35006	-0.04547	0.65450
21.000	1.06351	0.33217	0.11269	0.58686
22.000	1.10896	0.17703	-0.10478	0.55305
23.000	1.18603	0.22277	-0.02966	0.72809
24.000	1.03781	0.22676	-0.00989	0.48143
25.000	1.09908	0.22675	-0.02175	0.62267
26.000	1.02793	0.31030	-0.05338	0.64057
27.000	1.13268	0.27648	0.01186	0.63460
28.000	1.15046	0.25459	-0.03756	0.63858
29.000	1.10106	0.27051	0.00989	0.60874
30.000	1.23148	0.26453	-0.02175	0.60278
31.000	1.07932	0.22477	-0.13048	0.67439
32.000	1.15639	0.37592	0.00395	0.70025
33.000	1.05165	0.27449	-0.03559	0.64654
34.000	1.19987	0.29835	-0.06326	0.54111
35.000	0.99236	0.11935	-0.07117	0.54708
36.000	1.08327	0.22675	-0.04349	0.58885
37.000	1.06548	0.14918	-0.15421	0.67439
38.000	1.07734	0.16112	-0.06326	0.70621
39.000	1.00817	0.24267	-0.01977	0.59084
40.000	1.19394	0.10542	-0.04745	0.55305
41.000	1.16429	0.20885	-0.04943	0.66643
42.000	1.14256	0.27449	-0.00593	0.67638
43.000	1.08327	0.39184	0.02768	0.65450
44.000	1.05362	0.26057	-0.11862	0.57294
45.000	1.13663	0.18697	-0.09885	0.52520
46.000	1.07932	0.18697	-0.05338	0.43568
47.000	0.98050	0.17504	-0.06920	0.62665
48.000	1.12872	0.19294	-0.12455	0.59880
49.000	1.02595	0.10542	-0.07117	0.61869
50.000	1.04769	0.23471	-0.07117	0.71417
51.000	0.96469	0.22875	-0.15816	0.61869
52.000	0.99038	0.22278	-0.04349	0.57493
53.000	1.08129	0.27051	-0.06129	0.61073
