time (ms)	lx (deg)	ly (deg)	rx (deg)	ry (deg)
0.000	1.71158	0.38776	3.57767	0.32761
1.000	1.67207	0.34800	3.59736	0.35739
2.000	1.71158	0.39969	3.62296	0.34745
3.000	1.70960	0.34004	3.63478	0.30575
4.000	1.70960	0.36589	3.62887	0.30774
5.000	1.65627	0.38976	3.65644	0.26604
6.000	1.67800	0.34999	3.60918	0.33157
7.000	1.71553	0.32612	3.64265	0.27597
8.000	1.73528	0.33208	3.65250	0.34148
9.000	1.67800	0.30823	3.59736	0.29385
10.000	1.70367	0.35396	3.62099	0.32363
11.000	1.70170	0.32015	3.61706	0.38319
12.000	1.70960	0.34998	3.63084	0.31767
13.000	1.71158	0.33010	3.58358	0.31371
14.000	1.69972	0.36390	3.62296	0.28193
15.000	1.74318	0.40565	3.60130	0.32165
16.000	1.68392	0.37981	3.65250	0.32560
17.000	1.69380	0.36987	3.56586	0.34747
18.000	1.76688	0.37383	3.68203	0.30375
19.000	1.64441	0.31420	3.63872	0.33950
20.000	1.69775	0.33606	3.65053	0.36134
21.000	1.65824	0.36789	3.67613	0.27795
22.000	1.69182	0.38379	3.64659	0.31766
23.000	1.68195	0.31220	3.64659	0.31568
24.000	1.66614	0.31419	3.67613	0.27398
25.000	1.66417	0.38379	3.61312	0.27399
26.000	1.75108	0.35594	3.60918	0.34746
27.000	1.72540	0.40168	3.66628	0.35339
28.000	1.80243	0.39768	3.60721	0.30378
29.000	1.74120	0.41957	3.59343	0.33555
30.000	1.72738	0.38179	3.61706	0.37525
31.000	1.74910	0.41559	3.67613	0.36133
32.000	1.71158	0.39770	3.60918	0.29782
33.000	1.74318	0.37185	3.62887	0.28987
34.000	1.75503	0.41360	3.60130	0.35937
35.000	1.72935	0.35594	3.57964	0.36335
36.000	1.66022	0.36391	3.61509	0.38121
37.000	1.69972	0.37384	3.67416	0.29581
38.000	1.68195	0.36788	3.63281	0.29980
39.000	1.69380	0.39373	3.63281	0.32759
40.000	1.71355	0.33208	3.64069	0.31568
41.000	1.69972	0.40765	3.60721	0.32959
42.000	1.71750	0.37583	3.61706	0.33753
43.000	1.70565	0.36191	3.62690	0.31965
44.000	1.71158	0.37583	3.63478	0.25612
45.000	1.70762	0.37981	3.62493	0.28392
46.000	1.79256	0.40763	3.62887	0.29583
47.000	1.69577	0.39174	3.65250	0.27200
48.000	1.71750	0.40764	3.61706	0.27796
49.000	1.68195	0.36391	3.62690	0.26803
50.000	1.69972	0.34004	3.60327	0.23627
51.000	1.70960	0.37384	3.63084	0.24421
52.000	1.68392	0.36987	3.63281	0.29980
53.000	1.69380	0.38180	3.60918	0.28789
54.000	1.67404	0.33806	3.61509	0.25811
55.000	1.71948	0.40764	3.63084	0.33554
56.000	1.69380	0.39572	3.58949	0.30577
57.000	1.74120	0.40764	3.63675	0.30774
58.000	1.70367	0.44940	3.64069	0.31369
59.000	1.69380	0.40168	3.64462	0.25016
60.000	1.73133	0.41361	3.59146	0.29187
61.000	1.70960	0.41759	3.64265	0.24619
62.000	1.69775	0.42157	3.60327	0.34349
63.000	1.73528	0.40565	3.64856	0.27398
64.000	1.70565	0.43549	3.59540	0.28988
65.000	1.75898	0.45138	3.59736	0.24223
66.000	1.73330	0.43150	3.61903	0.27002
67.000	1.70170	0.40566	3.63084	0.26009
68.000	1.70367	0.45139	3.62099	0.24421
69.000	1.75305	0.44740	3.66038	0.25810
70.000	1.73330	0.43946	3.59933	0.33555
71.000	1.76491	0.42951	3.65644	0.30972
72.000	1.67800	0.41163	3.64856	0.27001
73.000	1.70565	0.38776	3.63872	0.32362
74.000	1.76688	0.41360	3.61903	0.29782
75.000	1.79453	0.40564	3.66628	0.25611
76.000	1.72935	0.41560	3.60130	0.26209
77.000	1.74515	0.40764	3.62690	0.24024
78.000	1.73528	0.37980	3.60327	0.25613
79.000	1.70565	0.43350	3.64659	0.22038
80.000	1.71750	0.41560	3.61312	0.24421
81.000	1.70170	0.42952	3.59540	0.24422
82.000	1.73923	0.38776	3.60524	0.26804
83.000	1.72935	0.39969	3.61115	0.28392
84.000	1.70367	0.37981	3.65644	0.24817
