time (ms)	lx (deg)	ly (deg)	rx (deg)	ry (deg)
0.000	0.31236	0.80566	-1.18603	0.05768
1.000	0.29655	0.79173	-1.17615	0.07359
2.000	0.34202	0.75593	-1.20579	0.10542
3.000	0.31039	0.80963	-1.20975	0.09945
4.000	0.32225	0.76588	-1.19394	0.05370
5.000	0.36969	0.81759	-1.16825	0.06166
6.000	0.32422	0.79770	-1.18801	0.08155
7.000	0.35586	0.84146	-1.21963	0.04774
8.000	0.33609	0.81560	-1.19394	0.09746
9.000	0.38353	0.85736	-1.21567	0.11934
10.000	0.36179	0.82753	-1.21963	0.09547
11.000	0.37760	0.84742	-1.22160	0.10144
12.000	0.33411	0.85538	-1.24136	0.07956
13.000	0.41319	0.87526	-1.27100	0.05569
14.000	0.32027	0.81958	-1.21963	0.05171
15.000	0.34399	0.86731	-1.24334	0.07160
16.000	0.34993	0.88123	-1.22555	0.07359
17.000	0.41714	0.89515	-1.24729	0.10740
18.000	0.38946	0.87129	-1.24927	0.04575
19.000	0.39539	0.87327	-1.20579	0.05768
20.000	0.38156	0.88123	-1.23741	0.10740
21.000	0.41912	0.86929	-1.22358	0.08950
22.000	0.41121	0.91106	-1.23148	0.12928
23.000	0.41121	0.89714	-1.25915	0.10144
24.000	0.39539	0.89913	-1.22358	0.09945
25.000	0.40133	0.92300	-1.21963	0.11138
26.000	0.43691	0.90907	-1.23346	0.13923
27.000	0.39935	0.85935	-1.22160	0.10343
28.000	0.44086	0.88918	-1.20382	0.11138
29.000	0.40923	0.89913	-1.18998	0.13724
30.000	0.42702	0.89117	-1.21963	0.09547
31.000	0.43098	0.92498	-1.24729	0.09547
32.000	0.45865	0.90509	-1.22358	0.10542
33.000	0.39935	0.91703	-1.22160	0.11337
34.000	0.45668	0.94089	-1.19789	0.10343
35.000	0.42505	0.93294	-1.21172	0.09149
36.000	0.47249	0.94288	-1.24532	0.10144
37.000	0.41912	0.94885	-1.25124	0.13923
38.000	0.46261	0.95680	-1.24334	0.10939
39.000	0.49424	0.90707	-1.25717	0.11337
40.000	0.42505	0.96277	-1.20777	0.05370
41.000	0.46656	0.93691	-1.17813	0.09945
42.000	0.50215	0.99060	-1.23544	0.14321
43.000	0.47447	0.94884	-1.24532	0.11337
44.000	0.51796	0.95878	-1.24136	0.09945
45.000	0.48435	0.95481	-1.24532	0.06762
46.000	0.48633	0.98663	-1.23939	0.06564
47.000	0.45865	0.93890	-1.25520	0.05171
48.000	0.45668	0.96078	-1.25520	0.07558
49.000	0.48633	0.95680	-1.24136	0.07160
50.000	0.50610	0.94486	-1.26112	0.05171
51.000	0.52389	0.98264	-1.25322	0.07558
52.000	0.53575	0.97270	-1.24729	0.08751
53.000	0.47645	0.97867	-1.22555	0.07160
54.000	0.46656	0.94089	-1.25520	0.07956
55.000	0.46063	0.94288	-1.25717	0.09547
56.000	0.45075	0.91106	-1.29274	0.05171
57.000	0.43098	0.98067	-1.22555	0.07757
58.000	0.45668	0.99459	-1.24532	0.06564
59.000	0.49028	0.95878	-1.26310	0.08354
60.000	0.46261	0.95680	-1.22555	0.03978
61.000	0.43098	0.97470	-1.20184	0.08553
62.000	0.48238	0.95282	-1.24532	0.03779
63.000	0.50017	0.93094	-1.22160	0.05171
64.000	0.47645	0.96276	-1.22951	0.06564
65.000	0.44679	0.94089	-1.22753	0.07359
66.000	0.46459	0.98862	-1.23148	0.06166
67.000	0.45668	0.99061	-1.23346	0.03182
68.000	0.43691	0.91703	-1.22951	0.05967
69.000	0.44086	0.94686	-1.25124	0.03978
70.000	0.44877	0.95481	-1.23346	0.05370
71.000	0.43691	0.94089	-1.22951	0.08155
72.000	0.43296	0.95879	-1.23741	0.01193
73.000	0.45272	0.95481	-1.24729	0.00994
74.000	0.42307	0.95482	-1.20382	0.03978
75.000	0.43691	0.95879	-1.18010	0.00000
76.000	0.45075	1.00254	-1.22160	-0.00199
77.000	0.42900	0.97271	-1.23148	0.01193
78.000	0.40528	0.97272	-1.21765	0.01591
79.000	0.41714	0.96078	-1.19591	0.00995
80.000	0.41912	0.96675	-1.19196	-0.00597
81.000	0.40528	1.00852	-1.20184	0.01989
82.000	0.41912	1.00056	-1.19196	0.02387
83.000	0.45668	0.96873	-1.23544	0.01790
84.000	0.41912	0.97868	-1.18801	-0.01790
85.000	0.43296	0.96476	-1.18998	0.02387
86.000	0.39539	0.98465	-1.18801	0.03182
87.000	0.42505	0.98266	-1.16232	0.03381
88.000	0.46063	0.98265	-1.14651	0.00995
89.000	0.41319	1.02641	-1.17220	0.04575
90.000	0.44482	0.98464	-1.19196	0.02984
91.000	0.43691	0.95680	-1.19196	0.04376
92.000	0.38749	0.99062	-1.16627	0.01989
93.000	0.36772	0.99659	-1.16429	0.04177
94.000	0.39935	0.98067	-1.14848	0.03381
95.000	0.37365	0.97272	-1.17220	-0.02785
96.000	0.40133	0.97073	-1.16627	0.01790
97.000	0.38946	0.99658	-1.14651	0.01989
98.000	0.41912	0.96476	-1.15046	0.01193
99.000	0.41121	0.98067	-1.15244	-0.00995
100.000	0.38353	0.97869	-1.15441	-0.03182
101.000	0.36376	0.99261	-1.14651	-0.00199
102.000	0.38749	0.98266	-1.13860	0.01591
103.000	0.35190	0.94886	-1.12279	-0.01392
104.000	0.37167	0.99261	-1.14848	-0.02785
105.000	0.34399	0.94090	-1.14256	-0.01989
106.000	0.40133	1.01050	-1.12675	-0.01989
107.000	0.36376	0.95880	-1.15244	0.00597
108.000	0.38551	0.91703	-1.17220	-0.05370
109.000	0.40330	0.97471	-1.12675	-0.03580
110.000	0.37760	0.93095	-1.10303	-0.02586
111.000	0.40133	0.99062	-1.13663	-0.03580
112.000	0.39539	0.96675	-1.14848	-0.00995
113.000	0.35388	0.96874	-1.15639	-0.03978
114.000	0.36376	0.94687	-1.16429	-0.00597
115.000	0.38749	0.98465	-1.14256	-0.04177
116.000	0.37167	0.95482	-1.12082	-0.02984
117.000	0.34597	0.96477	-1.13268	-0.05768
118.000	0.34597	0.95681	-1.12477	0.01989
119.000	0.32620	0.92300	-1.12279	-0.01790
120.000	0.35388	0.93891	-1.11489	-0.03580
121.000	0.35783	0.92698	-1.14651	-0.04973
122.000	0.34004	0.90112	-1.11291	-0.07558
123.000	0.36969	0.90908	-1.09710	-0.03183
124.000	0.37958	0.96476	-1.10698	-0.03978
125.000	0.35981	0.92101	-1.08327	-0.05371
126.000	0.34993	0.97670	-1.12477	-0.03580
127.000	0.33213	0.91107	-1.12477	-0.07161
128.000	0.34993	0.92101	-1.13268	-0.03978
129.000	0.33806	0.93096	-1.12477	0.01591
130.000	0.35981	0.95084	-1.13663	-0.04973
131.000	0.31632	0.95682	-1.11687	-0.08752
132.000	0.35388	0.93295	-1.10896	-0.06365
133.000	0.33213	0.92101	-1.12279	-0.07558
134.000	0.34597	0.89914	-1.13268	-0.05172
135.000	0.34004	0.89516	-1.11884	-0.06564
136.000	0.35981	0.90112	-1.07141	-0.06763
137.000	0.31632	0.93892	-1.15046	-0.08553
138.000	0.34004	0.90510	-1.14453	-0.07558
139.000	0.32027	0.91704	-1.11291	-0.07757
140.000	0.29852	0.92301	-1.10896	-0.04376
141.000	0.31434	0.93693	-1.13860	-0.04177
142.000	0.37563	0.94090	-1.13268	-0.05967
143.000	0.32620	0.90510	-1.08920	-0.06166
144.000	0.33016	0.88521	-1.10303	0.00199
145.000	0.32225	0.95483	-1.10303	-0.05172
146.000	0.33016	0.91704	-1.13663	-0.05172
147.000	0.36376	0.92698	-1.10896	-0.04575
148.000	0.36179	0.95283	-1.12082	-0.05967
149.000	0.33806	0.92698	-1.13663	-0.00597
150.000	0.36376	0.93692	-1.13070	-0.11536
151.000	0.27085	0.92301	-1.11094	-0.06166
152.000	0.31829	0.93892	-1.08129	-0.08155
153.000	0.27678	0.87130	-1.14651	-0.06166
154.000	0.31434	0.90312	-1.11687	-0.06763
155.000	0.30643	0.88919	-1.09513	-0.05967
156.000	0.29457	0.91505	-1.07932	-0.03779
157.000	0.30446	0.95085	-1.08327	-0.06166
158.000	0.28469	0.93096	-1.11687	-0.00995
159.000	0.30050	0.93096	-1.09117	-0.07558
160.000	0.28666	0.89317	-1.13663	-0.06166
161.000	0.31236	0.89118	-1.11291	-0.01989
162.000	0.31434	0.92102	-1.10106	-0.02188
163.000	0.26887	0.89317	-1.08524	-0.06564
164.000	0.26689	0.88721	-1.08920	-0.04177
165.000	0.26887	0.87329	-1.09513	-0.07956
166.000	0.29852	0.85737	-1.09117	-0.04575
167.000	0.26887	0.86732	-1.10896	-0.03183
168.000	0.26492	0.86135	-1.07141	-0.05569
169.000	0.24119	0.85340	-1.05560	-0.03978
170.000	0.23131	0.85340	-1.07932	-0.05172
171.000	0.25899	0.86732	-1.07339	-0.04575
172.000	0.24515	0.85539	-1.04572	-0.06763
173.000	0.22735	0.84345	-1.06548	-0.00995
174.000	0.25899	0.85141	-1.07339	-0.03381
175.000	0.25108	0.83749	-1.06746	-0.03978
176.000	0.20758	0.86931	-1.08920	-0.04575
177.000	0.22142	0.79373	-1.02991	-0.06166
178.000	0.20758	0.82555	-1.03584	-0.04575
179.000	0.16211	0.81760	-1.04177	-0.03183
180.000	0.20956	0.84345	-1.04967	-0.06763
181.000	0.18386	0.78975	-1.04572	-0.05967
182.000	0.17793	0.80765	-1.04769	-0.04177
183.000	0.18584	0.85937	-1.06351	-0.07956
184.000	0.18188	0.77185	-1.02398	-0.06564
185.000	0.14630	0.75594	-1.08920	-0.07360
186.000	0.18979	0.79970	-1.03781	-0.06962
187.000	0.19770	0.79572	-1.04374	-0.08155
188.000	0.20165	0.78577	-1.05165	-0.04973
189.000	0.21154	0.79373	-1.01805	-0.04376
190.000	0.18386	0.79771	-1.06746	-0.08155
191.000	0.22538	0.79174	-1.08327	-0.07757
192.000	0.21747	0.81163	-1.05165	-0.08354
193.000	0.26294	0.77185	-1.04572	-0.09349
194.000	0.22340	0.75594	-1.05758	-0.07161
195.000	0.23526	0.79373	-1.05560	-0.11338
196.000	0.25305	0.80168	-1.10501	-0.10741
197.000	0.27282	0.77980	-1.04967	-0.06763
198.000	0.26294	0.83550	-1.10303	-0.09945
199.000	0.28864	0.79770	-1.07141	-0.09945
200.000	0.28469	0.79969	-1.10106	-0.07360
201.000	0.28271	0.79770	-1.09908	-0.08951
202.000	0.28073	0.85737	-1.07339	-0.09150
203.000	0.26294	0.79373	-1.07932	-0.12332
204.000	0.24712	0.80964	-1.09908	-0.08354
205.000	0.25108	0.83749	-1.08129	-0.11537
206.000	0.27282	0.80168	-1.07734	-0.14122
207.000	0.31632	0.80963	-1.11291	-0.10741
208.000	0.27282	0.80168	-1.11291	-0.11735
209.000	0.29457	0.80168	-1.07339	-0.08752
210.000	0.30248	0.83947	-1.06746	-0.11736
211.000	0.30248	0.82953	-1.08327	-0.12332
212.000	0.27876	0.82754	-1.07932	-0.10542
213.000	0.26689	0.79174	-1.07932	-0.15913
214.000	0.31236	0.84345	-1.06351	-0.14918
215.000	0.29259	0.79770	-1.07339	-0.13924
216.000	0.31039	0.75195	-1.05955	-0.15913
217.000	0.29062	0.76986	-1.06943	-0.11935
218.000	0.28469	0.81361	-1.14848	-0.13327
219.000	0.33213	0.82356	-1.06351	-0.06564
220.000	0.31039	0.83350	-1.11489	-0.15316
221.000	0.30446	0.80765	-1.09908	-0.10542
222.000	0.28666	0.78776	-1.07734	-0.12332
223.000	0.34004	0.84543	-1.05758	-0.17902
224.000	0.33213	0.81560	-1.09908	-0.15714
225.000	0.26096	0.79373	-1.05758	-0.12531
226.000	0.28073	0.79571	-1.04769	-0.13725
227.000	0.32620	0.77980	-1.07734	-0.16112
228.000	0.29852	0.72610	-1.09908	-0.14719
229.000	0.32422	0.77980	-1.06746	-0.21084
230.000	0.27876	0.77185	-1.10106	-0.14122
231.000	0.29457	0.76986	-1.07734	-0.14918
232.000	0.30841	0.77980	-1.06746	-0.14123
233.000	0.32027	0.77184	-1.07734	-0.19095
234.000	0.26096	0.79969	-1.06351	-0.13526
235.000	0.28469	0.78975	-1.04572	-0.16510
236.000	0.31434	0.79173	-1.03584	-0.17703
237.000	0.35586	0.82355	-1.05955	-0.11935
238.000	0.30446	0.77781	-1.03386	-0.16510
239.000	0.30446	0.75991	-1.04177	-0.13725
240.000	0.32027	0.79173	-1.07734	-0.12730
241.000	0.33016	0.80764	-1.05560	-0.13924
242.000	0.33016	0.74996	-1.03979	-0.12134
243.000	0.33411	0.80963	-1.04177	-0.16907
244.000	0.29062	0.76190	-1.03781	-0.15714
245.000	0.29457	0.79770	-1.03781	-0.16708
246.000	0.26887	0.76588	-1.02793	-0.15913
247.000	0.31434	0.82157	-1.02793	-0.16907
248.000	0.30050	0.76787	-1.03584	-0.19095
249.000	0.29062	0.77781	-1.01212	-0.19294
250.000	0.30050	0.79372	-1.03979	-0.15316
251.000	0.32422	0.78378	-1.03584	-0.20090
252.000	0.29655	0.79173	-1.02003	-0.19294
253.000	0.28666	0.78378	-1.01014	-0.15316
254.000	0.26492	0.77185	-1.01607	-0.17106
255.000	0.26096	0.74201	-0.99236	-0.16112
256.000	0.30446	0.79969	-1.02200	-0.17902
257.000	0.27678	0.78179	-1.02398	-0.19493
258.000	0.30841	0.75394	-1.01410	-0.19493
259.000	0.32422	0.77582	-1.04769	-0.19294
260.000	0.33806	0.73803	-0.99038	-0.19295
261.000	0.33609	0.79173	-1.01410	-0.16908
262.000	0.30446	0.76985	-1.04769	-0.17305
263.000	0.30643	0.76985	-1.00421	-0.21483
264.000	0.30446	0.76985	-0.98050	-0.18897
265.000	0.26096	0.74002	-1.01607	-0.21482
266.000	0.30643	0.82754	-1.01014	-0.22278
267.000	0.24910	0.76986	-1.01212	-0.25660
268.000	0.24712	0.75991	-0.99829	-0.20886
269.000	0.25503	0.79373	-1.02793	-0.21880
270.000	0.23724	0.75594	-0.99038	-0.20488
271.000	0.26689	0.77781	-1.03188	-0.22477
272.000	0.24119	0.73008	-0.99038	-0.17107
273.000	0.25701	0.72809	-1.00619	-0.19294
274.000	0.25305	0.73604	-1.00619	-0.23074
275.000	0.23526	0.73207	-0.96073	-0.21483
276.000	0.22538	0.74400	-0.99631	-0.20289
277.000	0.21945	0.75793	-1.01805	-0.20687
278.000	0.23329	0.77384	-1.00619	-0.19692
279.000	0.24317	0.73803	-1.00224	-0.20886
280.000	0.22735	0.74400	-0.98247	-0.18897
281.000	0.22142	0.74002	-0.98050	-0.16709
282.000	0.22538	0.74997	-0.95085	-0.19892
283.000	0.23724	0.75594	-0.97654	-0.21085
284.000	0.23329	0.71416	-0.97852	-0.19494
285.000	0.20561	0.70223	-0.94295	-0.20091
286.000	0.20165	0.73008	-1.01410	-0.21681
287.000	0.19968	0.76389	-0.97852	-0.17504
288.000	0.19177	0.75594	-1.01410	-0.19294
289.000	0.20956	0.72411	-0.96073	-0.18101
290.000	0.19375	0.69626	-0.97259	-0.23870
291.000	0.22142	0.75395	-0.95283	-0.17306
292.000	0.17200	0.71815	-0.93899	-0.18499
293.000	0.19572	0.71616	-0.85598	-0.19494
294.000	0.22142	0.70223	-0.87377	-0.18102
295.000	0.29062	0.68432	-0.84412	-0.15118
296.000	0.32620	0.68034	-0.78482	-0.17903
297.000	0.42702	0.68431	-0.74331	-0.14522
298.000	0.50017	0.71613	-0.67808	-0.17108
299.000	0.62668	0.75391	-0.59110	-0.15318
300.000	0.66820	0.73003	-0.46063	-0.12533
301.000	0.73145	0.74395	-0.43691	-0.12931
302.000	0.79866	0.75587	-0.33806	-0.12533
303.000	0.87574	0.79762	-0.29655	-0.13528
304.000	0.89353	0.80358	-0.26689	-0.14125
305.000	0.93109	0.80158	-0.24119	-0.16114
306.000	0.91527	0.85926	-0.25899	-0.13528
307.000	0.93306	0.86522	-0.23329	-0.13727
308.000	0.92713	0.94676	-0.25108	-0.10743
309.000	0.91725	0.91892	-0.27678	-0.05371
310.000	0.91725	0.95671	-0.31829	-0.08554
311.000	0.88563	0.96666	-0.32225	-0.03979
312.000	0.89749	0.96069	-0.28864	-0.05172
313.000	0.90737	0.99449	-0.34202	-0.08157
314.000	0.90737	0.95074	-0.34597	-0.09947
315.000	0.92120	0.89904	-0.37167	-0.07560
316.000	0.91132	0.89904	-0.33806	-0.11936
317.000	0.83819	0.92093	-0.34399	-0.11539
318.000	0.85598	0.89309	-0.31829	-0.14921
319.000	0.89946	0.88512	-0.35586	-0.12931
320.000	0.87970	0.89109	-0.34004	-0.13130
321.000	0.89749	0.89506	-0.34597	-0.10942
322.000	0.83819	0.84934	-0.32818	-0.08952
323.000	0.90539	0.87716	-0.32620	-0.05968
324.000	0.89946	0.89705	-0.29062	-0.07361
325.000	0.92911	0.86523	-0.28666	-0.08554
326.000	0.88365	0.91495	-0.27678	-0.12533
327.000	0.93306	0.83142	-0.27876	-0.05769
328.000	0.92713	0.84534	-0.25503	-0.08356
329.000	0.93109	0.86324	-0.28469	-0.09748
330.000	0.90934	0.88313	-0.27678	-0.10544
331.000	0.88760	0.88711	-0.26294	-0.10942
332.000	0.95085	0.83738	-0.27282	-0.04178
333.000	0.90934	0.86324	-0.28864	-0.09151
334.000	0.89946	0.82148	-0.25701	-0.06366
335.000	0.92516	0.85329	-0.26492	-0.07361
336.000	0.94887	0.88908	-0.24910	-0.02586
337.000	0.88760	0.84336	-0.25701	-0.03382
338.000	0.92911	0.86324	-0.22142	-0.05172
339.000	0.94887	0.86522	-0.28666	-0.07361
340.000	0.93702	0.90301	-0.28864	-0.02785
341.000	0.94097	0.88312	-0.29259	-0.05968
342.000	0.94097	0.87119	-0.25108	-0.04178
343.000	0.96864	0.86720	-0.26492	-0.06963
344.000	0.96073	0.90499	-0.27678	-0.03780
345.000	0.92713	0.88909	-0.26887	-0.04974
346.000	0.91330	0.87716	-0.22933	-0.04377
347.000	0.94097	0.90301	-0.27480	-0.07958
348.000	0.90934	0.88909	-0.25701	-0.04377
349.000	0.91923	0.89307	-0.25701	-0.08157
350.000	0.89353	0.88910	-0.22340	-0.05769
351.000	0.92120	0.92290	-0.25305	-0.04178
352.000	0.90144	0.88910	-0.24515	-0.04377
353.000	0.90539	0.89904	-0.24317	-0.03979
354.000	0.93504	0.91295	-0.21945	-0.07361
355.000	0.94295	0.90698	-0.25701	-0.06167
356.000	0.93899	0.90500	-0.26294	-0.04974
357.000	0.91132	0.95273	-0.26492	-0.03780
358.000	0.90144	0.90103	-0.26096	-0.02188
359.000	0.91330	0.89705	-0.21747	-0.07759
360.000	0.93504	0.89704	-0.29259	-0.06565
361.000	0.90144	0.89904	-0.24119	-0.02188
362.000	0.91527	0.94279	-0.26689	-0.02984
363.000	0.86784	0.91098	-0.22735	-0.03581
364.000	0.90737	0.91296	-0.23724	-0.00796
365.000	0.91923	0.93682	-0.24317	-0.03382
366.000	0.92911	0.94875	-0.26294	-0.05172
367.000	0.90342	0.94279	-0.24515	-0.03780
368.000	0.92713	0.92886	-0.26887	-0.05371
369.000	0.91527	0.92688	-0.24119	-0.04775
370.000	0.88958	0.96467	-0.25108	-0.01790
371.000	0.92911	0.99051	-0.25108	-0.00995
372.000	0.92318	0.88313	-0.24317	-0.05570
373.000	0.90934	0.89705	-0.28666	-0.05371
374.000	0.92120	0.90699	-0.25305	-0.02387
375.000	0.91132	0.93086	-0.24119	-0.01393
376.000	0.90934	0.85330	-0.23329	-0.03780
377.000	0.89353	0.91694	-0.21945	-0.05371
378.000	0.88760	0.91098	-0.23329	-0.01989
379.000	0.87574	0.91893	-0.24119	-0.03183
380.000	0.90934	0.91694	-0.26096	-0.03780
381.000	0.90539	0.90898	-0.23526	-0.02984
382.000	0.88563	0.94280	-0.25305	-0.06565
383.000	0.88167	0.89507	-0.24119	-0.05769
