time (ms)	lx (deg)	ly (deg)	rx (deg)	ry (deg)
0.000	0.79866	0.28247	0.36574	0.38395
1.000	0.78087	0.28844	0.32818	0.37997
2.000	0.80063	0.29043	0.35388	0.38793
3.000	0.80459	0.27053	0.34597	0.37997
4.000	0.81052	0.26457	0.32818	0.38196
5.000	0.79668	0.29838	0.33806	0.40583
6.000	0.76703	0.31430	0.34399	0.36803
7.000	0.79668	0.28247	0.33806	0.39986
8.000	0.81249	0.29639	0.37167	0.32626
9.000	0.79075	0.22279	0.34202	0.35212
10.000	0.84807	0.30833	0.33016	0.36008
11.000	0.79470	0.31032	0.35190	0.36604
12.000	0.83424	0.24865	0.34399	0.38594
13.000	0.83424	0.24069	0.34993	0.36604
14.000	0.82633	0.30634	0.37563	0.34416
15.000	0.81447	0.29639	0.34993	0.36207
16.000	0.77098	0.29242	0.36574	0.32626
17.000	0.81447	0.27451	0.33016	0.31233
18.000	0.83028	0.23672	0.36376	0.39389
19.000	0.79273	0.23473	0.33411	0.34416
20.000	0.78680	0.23274	0.31236	0.30040
21.000	0.82040	0.26258	0.34004	0.34018
22.000	0.81447	0.22279	0.35981	0.37201
23.000	0.79273	0.29441	0.34795	0.35809
24.000	0.80063	0.24269	0.34004	0.35610
25.000	0.80063	0.22876	0.34597	0.34018
26.000	0.80459	0.25263	0.33016	0.35212
27.000	0.80261	0.24070	0.35981	0.34217
28.000	0.81645	0.34811	0.36574	0.33421
29.000	0.82831	0.29838	0.35981	0.39986
30.000	0.79668	0.30236	0.36179	0.37002
31.000	0.82831	0.29042	0.36179	0.42970
32.000	0.83028	0.31628	0.36969	0.37798
33.000	0.83424	0.31827	0.32027	0.36207
34.000	0.83226	0.32623	0.36574	0.39190
35.000	0.80656	0.27252	0.36574	0.36405
36.000	0.84807	0.28645	0.35190	0.38196
37.000	0.85993	0.31031	0.34202	0.41379
38.000	0.84610	0.33220	0.36574	0.39190
39.000	0.83819	0.31628	0.38353	0.38793
40.000	0.84807	0.33617	0.37958	0.39389
41.000	0.79075	0.29838	0.36179	0.41777
42.000	0.85598	0.30833	0.34993	0.39191
43.000	0.83621	0.32225	0.36179	0.42373
44.000	0.79668	0.27252	0.37760	0.43567
45.000	0.82238	0.32225	0.35586	0.40185
46.000	0.83621	0.28844	0.37760	0.43169
47.000	0.82040	0.30634	0.39539	0.43169
48.000	0.81645	0.30833	0.36179	0.42572
49.000	0.85796	0.30833	0.35586	0.40583
50.000	0.77889	0.30833	0.38551	0.39588
51.000	0.86191	0.30832	0.38353	0.45158
52.000	0.82238	0.32026	0.38156	0.40782
53.000	0.82238	0.34612	0.37958	0.41180
54.000	0.82040	0.34214	0.37563	0.42174
55.000	0.83819	0.32623	0.37563	0.40185
56.000	0.82435	0.33817	0.38551	0.42174
57.000	0.82435	0.33817	0.38946	0.44959
58.000	0.82831	0.34413	0.37563	0.43169
59.000	0.87179	0.32822	0.36376	0.43965
60.000	0.81645	0.32424	0.35586	0.42373
61.000	0.84610	0.34413	0.37958	0.43368
62.000	0.85796	0.37397	0.33806	0.42373
63.000	0.82633	0.33419	0.36179	0.43567
64.000	0.86784	0.38789	0.37760	0.42373
65.000	0.86388	0.35407	0.35388	0.44761
66.000	0.82238	0.39585	0.38353	0.41180
67.000	0.83424	0.41375	0.37563	0.41975
68.000	0.84412	0.40977	0.37760	0.44363
69.000	0.83424	0.38193	0.36574	0.37997
70.000	0.84807	0.36999	0.36969	0.40981
71.000	0.82831	0.37198	0.36772	0.42174
72.000	0.82831	0.39784	0.37958	0.39190
73.000	0.81842	0.35408	0.36376	0.38395
74.000	0.80656	0.37994	0.34795	0.37400
75.000	0.79273	0.32225	0.35981	0.41578
76.000	0.83424	0.38193	0.35388	0.42970
77.000	0.83424	0.35209	0.36574	0.43965
78.000	0.82435	0.38193	0.37167	0.44363
79.000	0.82831	0.36203	0.36772	0.39588
80.000	0.83028	0.35408	0.35981	0.41976
81.000	0.81645	0.35806	0.34597	0.41976
82.000	0.82238	0.34413	0.39737	0.41180
83.000	0.84017	0.35010	0.37958	0.42771
84.000	0.85203	0.36402	0.37167	0.42970
85.000	0.86191	0.36203	0.38946	0.42771
86.000	0.83226	0.33021	0.40923	0.42970
87.000	0.81447	0.37596	0.38551	0.42373
88.000	0.80656	0.33021	0.36179	0.45556
89.000	0.81249	0.31827	0.39539	0.41975
90.000	0.83028	0.35806	0.36969	0.42771
91.000	0.86191	0.35606	0.35586	0.38395
92.000	0.81249	0.31430	0.36179	0.41379
93.000	0.79866	0.26258	0.39144	0.38991
94.000	0.78284	0.30833	0.37760	0.39588
95.000	0.79273	0.30435	0.36772	0.37002
96.000	0.81052	0.29838	0.41912	0.37798
97.000	0.82040	0.30634	0.40528	0.40782
98.000	0.81842	0.28247	0.40923	0.38196
99.000	0.82831	0.32424	0.39342	0.38196
100.000	0.80459	0.29043	0.38551	0.39389
101.000	0.80261	0.31231	0.39144	0.38594
102.000	0.75715	0.29043	0.39539	0.41776
103.000	0.78680	0.29441	0.38156	0.42174
104.000	0.79866	0.27650	0.38156	0.42771
105.000	0.82238	0.25661	0.35783	0.41976
106.000	0.79273	0.31032	0.38946	0.41180
107.000	0.81842	0.30833	0.37563	0.42572
108.000	0.81842	0.29838	0.40923	0.41180
109.000	0.82435	0.29440	0.39737	0.36803
110.000	0.83424	0.32225	0.37563	0.43368
111.000	0.81842	0.34214	0.39935	0.39190
112.000	0.83424	0.30833	0.38749	0.34814
113.000	0.78680	0.30634	0.39539	0.39986
114.000	0.85203	0.35408	0.39737	0.37997
115.000	0.82633	0.32623	0.39144	0.43169
116.000	0.82040	0.32623	0.38551	0.43368
117.000	0.83028	0.30833	0.39935	0.45556
118.000	0.85400	0.33418	0.36772	0.43965
119.000	0.83424	0.35806	0.36969	0.40782
120.000	0.84017	0.34413	0.38946	0.42771
121.000	0.82238	0.40779	0.36969	0.39787
122.000	0.78680	0.35209	0.39935	0.39389
123.000	0.83621	0.37795	0.36376	0.41578
124.000	0.82435	0.35607	0.34597	0.36406
125.000	0.84214	0.40182	0.36574	0.39986
126.000	0.85203	0.34015	0.35783	0.41777
127.000	0.83226	0.36402	0.37563	0.42373
128.000	0.83226	0.32424	0.35388	0.38793
129.000	0.81842	0.37198	0.34993	0.38992
130.000	0.87377	0.33617	0.37365	0.35610
131.000	0.84214	0.34811	0.35981	0.38594
132.000	0.84017	0.29838	0.38946	0.37599
133.000	0.87772	0.35805	0.38156	0.41180
134.000	0.86191	0.35805	0.38749	0.41379
135.000	0.86191	0.32623	0.34795	0.39986
136.000	0.82831	0.27650	0.38551	0.38793
137.000	0.82633	0.30037	0.38946	0.36206
138.000	0.85005	0.32623	0.40133	0.38196
139.000	0.84412	0.30236	0.38946	0.34018
140.000	0.84017	0.34413	0.39935	0.36007
141.000	0.83621	0.33816	0.37563	0.39389
142.000	0.82040	0.31628	0.39144	0.39787
143.000	0.82040	0.30634	0.39935	0.36405
144.000	0.82040	0.27849	0.38946	0.41180
145.000	0.81645	0.25263	0.39144	0.41975
146.000	0.80656	0.29838	0.39935	0.38395
147.000	0.80459	0.23473	0.39737	0.39787
148.000	0.83819	0.31231	0.39935	0.38196
149.000	0.79273	0.30435	0.42505	0.38991
150.000	0.78087	0.24667	0.37563	0.37599
151.000	0.75319	0.24468	0.37167	0.42771
152.000	0.74331	0.26258	0.38749	0.42771
153.000	0.74331	0.23274	0.38353	0.44561
154.000	0.74924	0.26656	0.36574	0.42771
155.000	0.73738	0.27850	0.35981	0.37201
156.000	0.73540	0.25661	0.40726	0.34814
157.000	0.75319	0.30038	0.37365	0.37599
158.000	0.74529	0.31032	0.33213	0.34814
159.000	0.75517	0.34215	0.38551	0.37400
160.000	0.74133	0.28645	0.36574	0.37201
161.000	0.68599	0.25463	0.35981	0.40981
162.000	0.73145	0.29441	0.39342	0.40981
163.000	0.72354	0.29043	0.37563	0.36405
164.000	0.74924	0.29640	0.35388	0.39588
165.000	0.74924	0.29242	0.39539	0.37599
166.000	0.70378	0.28844	0.40133	0.37400
167.000	0.73145	0.31828	0.35783	0.37400
168.000	0.77296	0.28446	0.39342	0.39986
169.000	0.75715	0.32226	0.36969	0.36008
170.000	0.76110	0.30833	0.39737	0.39190
171.000	0.73343	0.31629	0.36772	0.36207
172.000	0.74529	0.29441	0.36376	0.38594
173.000	0.75122	0.26059	0.37365	0.32427
174.000	0.77691	0.32623	0.35388	0.37400
175.000	0.78482	0.32027	0.36376	0.34018
176.000	0.76308	0.28645	0.37167	0.34615
177.000	0.78877	0.33419	0.36376	0.37201
178.000	0.77889	0.25860	0.38353	0.34814
179.000	0.77098	0.28247	0.38156	0.29244
180.000	0.77494	0.28446	0.35388	0.33620
181.000	0.77691	0.26656	0.38946	0.34615
182.000	0.78284	0.31430	0.39935	0.34814
183.000	0.74331	0.29441	0.34004	0.34416
184.000	0.75517	0.30634	0.35783	0.33223
185.000	0.73936	0.28645	0.37365	0.34416
186.000	0.74529	0.28048	0.33016	0.37002
187.000	0.78482	0.28645	0.36179	0.37201
188.000	0.75912	0.29839	0.35388	0.36604
189.000	0.77889	0.29043	0.38551	0.36008
190.000	0.76901	0.26656	0.34795	0.31233
191.000	0.74924	0.29242	0.34795	0.34416
192.000	0.77494	0.28446	0.33806	0.35013
193.000	0.78877	0.31629	0.36969	0.37798
194.000	0.76703	0.30833	0.35586	0.40384
195.000	0.78680	0.31629	0.37563	0.35212
196.000	0.76505	0.30634	0.35783	0.33819
197.000	0.74331	0.32624	0.32620	0.41777
198.000	0.71959	0.35011	0.36179	0.38395
199.000	0.74726	0.31231	0.37365	0.38594
200.000	0.70971	0.32425	0.34993	0.38196
201.000	0.75319	0.32823	0.36179	0.39588
202.000	0.74726	0.35409	0.39342	0.39787
203.000	0.73145	0.29441	0.36574	0.35212
204.000	0.75517	0.29242	0.36179	0.39986
205.000	0.75319	0.31032	0.40528	0.39389
206.000	0.72157	0.27651	0.36969	0.41180
207.000	0.73145	0.29242	0.35783	0.43766
208.000	0.68796	0.32226	0.35981	0.43567
209.000	0.74924	0.31828	0.35388	0.37201
210.000	0.73936	0.27253	0.34597	0.41777
211.000	0.69389	0.24667	0.36376	0.43169
212.000	0.70773	0.30635	0.38353	0.41379
213.000	0.69785	0.26457	0.32225	0.40782
214.000	0.70773	0.26855	0.36772	0.41180
215.000	0.70575	0.28049	0.38156	0.35809
216.000	0.73738	0.26457	0.37563	0.41777
217.000	0.73738	0.27651	0.37563	0.45357
218.000	0.73540	0.25264	0.38353	0.45556
219.000	0.74133	0.22678	0.38353	0.44760
220.000	0.72354	0.25463	0.39539	0.43766
221.000	0.74726	0.27054	0.39342	0.47147
222.000	0.74331	0.25462	0.35190	0.41379
223.000	0.72947	0.22877	0.37167	0.48938
224.000	0.71959	0.25662	0.38551	0.44760
225.000	0.75517	0.27054	0.39737	0.42373
226.000	0.73540	0.24866	0.37365	0.48938
227.000	0.78087	0.27054	0.36772	0.44760
228.000	0.76505	0.28446	0.36772	0.43368
