time (ms)	lx (deg)	ly (deg)	rx (deg)	ry (deg)
0.000	0.06326	-0.05769	0.00791	0.40584
1.000	0.02570	-0.08952	0.00989	0.37998
2.000	0.09292	-0.03183	0.06326	0.34616
3.000	0.05536	-0.05570	-0.02966	0.36207
4.000	0.05931	-0.02785	-0.00395	0.31433
5.000	0.13246	-0.03382	0.01779	0.36008
6.000	0.08897	-0.02984	0.04547	0.28250
7.000	0.04745	-0.05371	-0.00791	0.30836
8.000	0.10280	-0.02387	-0.02372	0.36406
9.000	0.09687	-0.02188	-0.03361	0.29642
10.000	0.10280	-0.04775	-0.04547	0.33621
11.000	0.04547	-0.08555	-0.03756	0.34218
12.000	0.13048	-0.01989	0.00791	0.32427
13.000	0.08699	-0.03979	-0.00989	0.34616
14.000	0.10874	0.01194	-0.01977	0.32030
15.000	0.08699	-0.03979	0.00000	0.33422
16.000	0.14432	-0.05968	0.00000	0.33820
17.000	0.04745	-0.05173	-0.00593	0.37401
18.000	0.00000	-0.07759	-0.01186	0.32427
19.000	-0.01977	-0.08356	0.02372	0.31433
20.000	0.04349	-0.05570	0.00198	0.33621
21.000	0.01384	-0.03979	-0.01977	0.29642
22.000	0.05536	-0.02586	-0.04152	0.28250
23.000	0.07315	-0.01790	-0.02966	0.28449
24.000	0.09292	0.01194	-0.00593	0.20889
25.000	0.11664	-0.03581	-0.01186	0.25863
26.000	0.06129	-0.01194	-0.02966	0.24271
27.000	0.05931	-0.01790	0.00395	0.28648
28.000	0.00593	-0.03581	-0.00395	0.32030
29.000	0.07117	-0.01592	-0.03361	0.32427
30.000	0.05536	-0.00995	-0.01186	0.29642
31.000	0.06722	-0.03581	0.02372	0.30239
32.000	0.02768	-0.04178	-0.05931	0.33024
33.000	0.10083	-0.06764	-0.05338	0.35809
34.000	0.07117	-0.06764	-0.01186	0.30239
35.000	0.04349	-0.03382	0.01186	0.34417
36.000	0.06722	-0.08754	-0.04349	0.32427
37.000	0.09687	-0.04178	0.00989	0.32427
38.000	0.09094	-0.05769	0.00989	0.25465
39.000	0.04152	-0.03382	-0.01779	0.28847
40.000	0.07117	-0.01393	-0.02570	0.31035
41.000	0.10874	-0.03979	-0.05338	0.25465
42.000	0.09094	0.00000	0.02175	0.21685
43.000	0.04547	-0.04974	-0.01582	0.31433
44.000	0.10676	-0.00199	-0.03954	0.29841
45.000	0.06722	-0.01194	-0.01582	0.29642
46.000	0.07908	-0.00995	-0.01977	0.32626
47.000	0.03559	-0.01989	0.03756	0.30040
48.000	0.09292	0.01989	-0.00395	0.30239
49.000	0.01186	-0.01194	-0.00593	0.37003
50.000	0.07710	-0.03780	-0.01582	0.35412
51.000	0.09885	-0.00199	-0.05338	0.34815
52.000	0.06722	-0.01592	-0.04349	0.34616
53.000	0.08699	0.06565	-0.05140	0.31632
54.000	0.08106	0.04576	-0.05931	0.29443
55.000	0.12653	-0.02188	-0.05338	0.28648
56.000	0.07710	-0.00199	-0.08106	0.31632
57.000	0.14827	-0.00597	-0.07117	0.33422
58.000	0.14037	0.01194	-0.03559	0.29841
59.000	0.06524	0.00995	-0.05536	0.30836
60.000	0.09490	0.03382	-0.03954	0.28449
61.000	0.10874	0.04377	-0.00593	0.26658
62.000	0.12257	0.06764	-0.04943	0.37003
63.000	0.04152	-0.01194	-0.03954	0.29046
64.000	0.01582	0.02387	-0.04943	0.31035
65.000	0.07513	0.03581	-0.03756	0.30438
66.000	0.12257	-0.01592	-0.06920	0.33621
67.000	0.16211	0.05968	-0.01779	0.27454
68.000	0.11071	0.02586	-0.05931	0.33024
69.000	0.05536	0.00398	-0.04745	0.29046
70.000	0.06920	-0.01790	-0.05536	0.35412
71.000	0.06722	0.01592	-0.02570	0.33024
72.000	0.09292	0.04576	-0.07710	0.34019
73.000	0.11269	0.03382	-0.06722	0.34218
74.000	0.04943	-0.02785	-0.07315	0.30637
75.000	0.08303	0.02188	-0.04152	0.25664
76.000	0.12455	0.00000	-0.04943	0.36406
77.000	0.05140	0.00995	-0.03163	0.29046
78.000	0.10676	-0.00995	-0.04349	0.29244
79.000	0.10280	0.02785	-0.04547	0.33024
80.000	0.08106	0.02586	-0.06129	0.34019
81.000	0.09292	-0.02387	-0.08501	0.29045
82.000	0.07117	0.00398	-0.02372	0.33024
83.000	0.05338	0.01790	0.01977	0.30040
84.000	0.08897	0.01592	-0.04547	0.30438
85.000	0.11071	0.04576	-0.07513	0.30040
86.000	0.06129	0.03581	-0.01582	0.33024
87.000	0.07908	-0.00597	-0.10478	0.32228
88.000	0.09094	0.02586	-0.07315	0.26061
89.000	0.08303	-0.01194	-0.05338	0.33223
90.000	0.13641	0.04974	-0.03954	0.35014
91.000	0.08897	0.00995	-0.08106	0.34616
92.000	0.04943	-0.02586	-0.04547	0.32825
93.000	0.07908	-0.00398	-0.02570	0.32030
94.000	0.04152	-0.00597	-0.09094	0.36008
95.000	0.12653	0.01393	-0.04349	0.34815
96.000	0.09885	0.03382	-0.06129	0.32825
97.000	0.08303	-0.01989	-0.06524	0.32427
98.000	0.06326	-0.01393	-0.05140	0.32626
99.000	0.07513	-0.03780	-0.03756	0.31433
100.000	0.08501	0.00796	-0.02570	0.35809
101.000	0.01977	-0.02188	-0.07908	0.33223
