time (ms)	lx (deg)	ly (deg)	rx (deg)	ry (deg)
0.000	2.28420	1.20248	0.28271	0.80964
1.000	2.27039	1.19255	0.30446	0.83151
2.000	2.27828	1.18261	0.35190	0.80963
3.000	2.28026	1.24421	0.31434	0.81958
4.000	2.23288	1.20053	0.26689	0.83351
5.000	2.28815	1.18062	0.29457	0.81759
6.000	2.28026	1.18658	0.30446	0.81759
7.000	2.25854	1.15083	0.28864	0.81361
8.000	2.25065	1.18462	0.33213	0.81958
9.000	2.28618	1.11902	0.27678	0.85936
10.000	2.24275	1.16078	0.29457	0.77781
11.000	2.23880	1.11906	0.28666	0.85339
12.000	2.24078	1.16078	0.30050	0.79571
13.000	2.28815	1.16472	0.29852	0.82754
14.000	2.24670	1.13892	0.31434	0.84146
15.000	2.28223	1.19056	0.28864	0.81560
16.000	2.25460	1.15481	0.32620	0.81759
17.000	2.25262	1.22039	0.31632	0.79571
18.000	2.27433	1.18261	0.26887	0.74997
19.000	2.22499	1.15881	0.32620	0.75195
20.000	2.26249	1.17468	0.32225	0.79770
21.000	2.28223	1.16075	0.34004	0.73206
22.000	2.30000	1.18458	0.29457	0.78378
23.000	2.20919	1.11709	0.34202	0.77980
24.000	2.28026	1.16075	0.28469	0.77383
25.000	2.24078	1.15482	0.28073	0.80367
26.000	2.25460	1.18462	0.33411	0.78576
27.000	2.21512	1.17074	0.33016	0.81361
28.000	2.26052	1.19852	0.32818	0.85936
29.000	2.24275	1.14290	0.32818	0.81361
30.000	2.28223	1.17665	0.34993	0.77980
31.000	2.23288	1.14688	0.30050	0.83151
32.000	2.27433	1.20447	0.30050	0.76787
33.000	2.25460	1.18263	0.36376	0.79372
34.000	2.22893	1.14887	0.30643	0.82555
35.000	2.26644	1.19454	0.33213	0.81958
36.000	2.26447	1.14884	0.32422	0.79770
37.000	2.24473	1.20251	0.29655	0.84743
38.000	2.23880	1.12899	0.31236	0.81560
39.000	2.26447	1.19057	0.31829	0.83151
40.000	2.27433	1.14287	0.31434	0.80765
41.000	2.24670	1.14886	0.31632	0.86930
42.000	2.21314	1.16081	0.32027	0.83151
43.000	2.22301	1.15881	0.29062	0.89715
44.000	2.26447	1.15282	0.29457	0.81958
45.000	2.26644	1.22236	0.33609	0.78576
46.000	2.21709	1.17074	0.32027	0.80765
47.000	2.25065	1.16872	0.29259	0.82356
48.000	2.24078	1.17867	0.29259	0.83152
49.000	2.23486	1.10714	0.33016	0.83748
50.000	2.23091	1.18066	0.34399	0.81162
51.000	2.22696	1.07336	0.30643	0.81560
52.000	2.23880	1.19457	0.28073	0.80367
53.000	2.22696	1.17272	0.30643	0.82754
54.000	2.23880	1.15284	0.29852	0.85538
55.000	2.27631	1.18659	0.27480	0.79969
56.000	2.25262	1.17468	0.29852	0.81560
57.000	2.20525	1.15882	0.29655	0.79372
58.000	2.21314	1.14093	0.30248	0.82754
59.000	2.23091	1.19060	0.28271	0.86533
60.000	2.23288	1.17669	0.28271	0.80367
61.000	2.19932	1.12902	0.30446	0.80367
62.000	2.18550	1.16281	0.30841	0.85339
63.000	2.17366	1.15090	0.31829	0.82356
64.000	2.20327	1.15883	0.29457	0.87527
65.000	2.22893	1.17868	0.27085	0.85737
66.000	2.20525	1.12703	0.28073	0.90909
67.000	2.22696	1.14887	0.24712	0.85738
68.000	2.20525	1.18267	0.29062	0.81958
69.000	2.23091	1.14688	0.30248	0.90113
70.000	2.20919	1.11510	0.27876	0.86931
71.000	2.20130	1.13299	0.32027	0.85538
72.000	2.20327	1.11908	0.32620	0.84345
73.000	2.21314	1.15286	0.29655	0.84743
74.000	2.17761	1.18070	0.32422	0.85737
75.000	2.25065	1.15879	0.29655	0.86135
76.000	2.23091	1.16477	0.30050	0.79372
77.000	2.23486	1.19258	0.33016	0.90709
78.000	2.26447	1.19057	0.34004	0.83947
79.000	2.20525	1.18664	0.33609	0.79173
80.000	2.21709	1.18663	0.39539	0.82952
81.000	2.15194	1.15887	0.39342	0.74200
82.000	2.14405	1.09925	0.30248	0.78577
83.000	2.10259	1.10922	0.23724	0.73604
84.000	1.99202	1.08147	0.11467	0.70422
85.000	1.83008	1.01995	-0.02768	0.63460
86.000	1.67997	0.94847	-0.16607	0.54907
87.000	1.52786	0.88889	-0.25503	0.43170
88.000	1.34412	0.89692	-0.33609	0.44960
89.000	1.22160	0.83333	-0.49622	0.53711
90.000	1.10303	0.84330	-0.61878	0.48339
91.000	1.03979	0.77968	-0.78087	0.36801
92.000	0.94097	0.68225	-0.89749	0.31429
93.000	0.86586	0.68426	-0.98445	0.25859
94.000	0.77098	0.60670	-1.01212	0.25660
95.000	0.71761	0.61665	-1.01607	0.25660
96.000	0.69389	0.56892	-1.04967	0.24267
97.000	0.68994	0.58085	-1.09710	0.24068
98.000	0.66227	0.57489	-1.16825	0.31625
99.000	0.63657	0.59279	-1.22358	0.29238
100.000	0.67215	0.59876	-1.17615	0.37194
101.000	0.66622	0.60274	-1.15441	0.35802
102.000	0.72750	0.58284	-1.13268	0.32421
103.000	0.72157	0.61466	-1.10698	0.31427
104.000	0.69982	0.50726	-1.09908	0.33814
105.000	0.77889	0.56692	-1.08524	0.32223
106.000	0.74529	0.56096	-1.09117	0.32422
107.000	0.77296	0.51321	-1.10303	0.25261
108.000	0.73145	0.50526	-1.13268	0.23272
109.000	0.73343	0.57687	-1.16429	0.24067
110.000	0.77296	0.49531	-1.10698	0.25460
111.000	0.73738	0.54306	-1.07734	0.26455
112.000	0.75912	0.52515	-1.11094	0.29637
113.000	0.71959	0.49731	-1.08524	0.26256
114.000	0.69587	0.51720	-1.06153	0.28444
115.000	0.78284	0.55299	-1.06943	0.32024
116.000	0.72947	0.58880	-1.05362	0.31825
117.000	0.74529	0.56692	-1.02398	0.30831
118.000	0.74331	0.58482	-1.03584	0.28842
119.000	0.73145	0.53709	-1.08327	0.34610
120.000	0.70971	0.55698	-1.06548	0.35206
121.000	0.68401	0.54306	-1.08920	0.25858
122.000	0.70971	0.51521	-1.05955	0.30831
123.000	0.76505	0.55698	-1.08327	0.33814
124.000	0.68203	0.51521	-1.09908	0.36400
125.000	0.65831	0.53710	-1.06943	0.28245
126.000	0.69785	0.49532	-1.08920	0.34411
127.000	0.65831	0.55301	-1.11687	0.37990
128.000	0.72552	0.55897	-1.05758	0.36400
129.000	0.66820	0.53908	-1.09315	0.32620
130.000	0.66029	0.56693	-1.12082	0.30034
131.000	0.70180	0.48935	-1.12675	0.32222
132.000	0.64052	0.53511	-1.09315	0.33018
133.000	0.68006	0.55102	-1.09315	0.32620
134.000	0.67610	0.53908	-1.12675	0.32023
135.000	0.69389	0.51720	-1.12082	0.35405
136.000	0.65041	0.54704	-1.11291	0.34410
137.000	0.66424	0.45952	-1.14453	0.32421
138.000	0.63855	0.47941	-1.12279	0.32819
139.000	0.61878	0.46549	-1.08920	0.35604
140.000	0.63657	0.50527	-1.10501	0.31626
141.000	0.65041	0.50328	-1.10698	0.33416
